scene_id,im_id,obj_id,score,R,t,time
1253,62,17,1,-0.10662599 0.9940788 -0.020933328 0.1922631 -4.2796135e-05 -0.9813434 -0.9755336 -0.10866141 -0.1911201,0.21180855 0.19400674 0.73042005,-1
1253,66,17,1,-0.73924655 0.6634758 -0.11538827 0.52708626 0.46339214 -0.7123537 -0.41915944 -0.5874246 -0.69227004,0.2585177 0.16846517 0.70036966,-1
1253,70,17,1,-0.8504445 0.49239492 -0.18517973 0.47442263 0.5657729 -0.67440665 -0.22730476 -0.6613988 -0.7147616,0.27843744 0.17093143 0.6948727,-1
1254,57,17,1,-0.046192795 0.9876895 0.14945115 0.4478065 0.15421022 -0.8807318 -0.89293647 0.026241735 -0.4494172,0.07527085 0.17323563 0.8012851,-1
1254,61,17,1,-0.6785766 0.7305215 -0.07662994 0.056418538 -0.052180562 -0.9970427 -0.7323597 -0.6808932 -0.0058064447,0.11769853 0.12147544 0.7326073,-1
1254,65,17,1,-0.92929745 0.26629856 -0.2559129 0.2614394 -0.015121922 -0.9651014 -0.26087502 -0.963772 -0.055568174,0.14195415 0.08108037 0.6932537,-1
1254,69,17,1,-0.9725974 -0.19158202 -0.13172142 0.08238332 0.24580729 -0.96581143 0.21741019 -0.95019734 -0.22328837,0.1550118 0.08089815 0.67821634,-1
1255,56,17,1,-0.7421609 -0.5883585 0.32098487 -0.6349687 0.4639631 -0.6176997 0.21450378 -0.6622479 -0.7179246,-0.112246536 0.11838281 0.9394637,-1
1255,60,17,1,-0.63034225 -0.6211227 0.4656986 -0.67945343 0.15123181 -0.71796376 0.37551516 -0.7689834 -0.5173518,-0.13219343 0.085450284 0.87261474,-1
1255,64,17,1,-0.111732304 -0.74910676 0.6529587 -0.7172694 -0.3939749 -0.5747246 0.68777937 -0.5325626 -0.49329162,-0.1463797 0.057360344 0.80408704,-1
1255,68,17,1,0.20349945 -0.876251 0.4367747 -0.62207407 -0.46020788 -0.6334292 0.75605017 -0.14280373 -0.63874507,-0.16958147 0.047071714 0.7550938,-1
1256,38,18,1,-0.79035556 -0.44136173 -0.42489743 0.12062037 0.5678648 -0.814236 0.6006569 -0.6947872 -0.3955779,0.17805485 0.17123279 0.80031073,-1
1256,42,18,1,0.14962202 0.5450576 0.82493967 0.5003221 0.677893 -0.5386454 -0.8528136 0.49332875 -0.17127664,0.19404462 0.07538975 0.7865814,-1
1256,46,18,1,-0.18864958 0.9645609 -0.18448128 0.19728336 -0.14680144 -0.96929276 -0.9620242 -0.21925177 -0.1625978,0.21011297 -0.008772052 0.68458205,-1
1256,50,18,1,-0.3655258 0.9133633 -0.17932746 0.21046832 -0.106566936 -0.97177494 -0.90669394 -0.39295155 -0.15328108,0.21026152 -0.023430897 0.59220135,-1
1256,54,18,1,-0.5123993 0.85315174 -0.09787272 0.114659056 -0.044981785 -0.992386 -0.8510583 -0.5197199 -0.07477295,0.21011037 -0.015565336 0.5492419,-1
1256,58,18,1,-0.43237558 0.9016647 -0.007232617 -0.04784531 -0.030951653 -0.9983751 -0.90042335 -0.431327 0.05652316,0.20684876 -0.0017580785 0.53798884,-1
1256,62,18,1,-0.3903261 0.920675 -0.0017711465 -0.02235434 -0.011400409 -0.9996851 -0.92040527 -0.3901636 0.025030958,0.20534821 0.00095602375 0.53543323,-1
1256,66,18,1,-0.39108697 0.9201862 -0.017557131 -0.0009707757 -0.01948893 -0.9998096 -0.9203532 -0.39099547 0.008515161,0.20394608 0.0010559637 0.5351335,-1
1256,70,18,1,-0.45426494 0.89084226 -0.006601165 0.012921685 -0.0008202838 -0.99991626 -0.89077294 -0.4543122 -0.0111385565,0.20085028 -0.00057827024 0.533947,-1
1257,38,18,1,0.8190454 0.18526882 -0.5429917 -0.1953516 -0.7998173 -0.56756496 -0.53944623 0.5709358 -0.61889416,-0.12521768 0.17051443 0.7326835,-1
1257,42,18,1,-0.5890939 0.20063466 0.78276056 -0.58607846 0.56080365 -0.5848173 -0.5563096 -0.8032714 -0.21277834,-0.14241427 0.078490436 0.7313434,-1
1257,46,18,1,0.2989552 0.51227146 0.80511105 0.54480004 0.6010624 -0.58473665 -0.7834658 0.6134346 -0.0993948,-0.25087246 0.01886817 0.7665612,-1
1257,50,18,1,0.8897105 0.12776686 0.43828171 0.4143357 0.17709811 -0.8927274 -0.19167985 0.97586465 0.10462767,-0.35044473 0.02421557 0.76703215,-1
1257,54,18,1,0.9633808 0.22422215 0.14704333 0.10379067 0.19380692 -0.97553384 -0.24723433 0.9550723 0.16343772,-0.39505267 0.05065592 0.7811061,-1
1257,58,18,1,0.93051046 0.3548211 0.09084194 0.037282355 0.1549763 -0.98721445 -0.36436287 0.92200017 0.1309785,-0.40291888 0.058992337 0.7864101,-1
1257,62,18,1,0.93931156 0.3382136 0.057491336 0.013659942 0.1305765 -0.99134403 -0.3427931 0.93196625 0.11803205,-0.40275997 0.06183023 0.78624994,-1
1257,66,18,1,0.92702377 0.36305392 0.09390854 0.040948384 0.15092269 -0.98769706 -0.37276024 0.91946405 0.12504244,-0.40167257 0.06375777 0.7865553,-1
1257,70,18,1,0.9188022 0.39197508 0.046455294 0.01046438 0.09346183 -0.99556786 -0.3945796 0.9152161 0.08177115,-0.403379 0.06367923 0.789938,-1
1258,38,18,1,-0.101576515 0.2943518 -0.95028377 0.52631783 -0.79469144 -0.30241534 -0.8441989 -0.5308696 -0.07420059,0.019814651 -0.0026419999 1.0038829,-1
1258,42,18,1,0.061879955 0.8234783 -0.5639633 0.1560541 -0.5660793 -0.80944514 -0.9858083 -0.037920356 -0.16353612,0.03221881 -0.06892783 0.984641,-1
1258,46,18,1,-0.33913252 -0.93933713 -0.05133024 0.04572457 -0.07095824 0.99643075 -0.9396267 0.335575 0.067015044,0.022339681 -0.19452298 1.042784,-1
1258,50,18,1,-0.6488881 0.7593828 0.047769897 0.48075297 0.45784393 -0.74783385 -0.58976334 -0.46229497 -0.662165,0.05111883 -0.25312445 1.1108267,-1
1258,54,18,1,-0.7428308 0.66913855 0.021353092 0.4119824 0.48202953 -0.77325165 -0.52770525 -0.5655981 -0.6337397,0.07464942 -0.26500726 1.15289,-1
1258,58,18,1,-0.76371855 0.6448714 -0.029578391 0.382982 0.41572714 -0.8249216 -0.5196719 -0.6413359 -0.5644726,0.08076996 -0.26358578 1.1652194,-1
1258,62,18,1,-0.76732343 0.6400202 -0.03986076 0.39842597 0.4271232 -0.8116789 -0.50246537 -0.6387018 -0.58274233,0.0824569 -0.2597983 1.1654078,-1
1258,66,18,1,-0.718259 0.68881226 -0.098192446 0.49192467 0.40293366 -0.77178663 -0.4920511 -0.602646 -0.6282544,0.0846943 -0.25606346 1.165304,-1
1258,70,18,1,-0.72742265 0.68071854 -0.086478755 0.4413507 0.3676408 -0.81856567 -0.5254198 -0.63361067 -0.5678658,0.08727932 -0.25644556 1.165849,-1
1259,38,18,1,0.9234485 0.32012743 -0.21156873 0.34622192 -0.45738548 0.8191025 0.1654487 -0.82964873 -0.53320706,-0.03537248 -0.02938801 1.0237057,-1
1259,42,18,1,-0.69624823 0.68878156 -0.2020354 0.08103088 -0.20424488 -0.9755603 -0.7132127 -0.69560325 0.08639257,-0.023284644 -0.08628829 0.99698323,-1
1259,46,18,1,0.9270395 0.31458881 0.2040384 0.2756586 -0.9406662 0.19788748 0.2541852 -0.12720457 -0.9587538,0.086727984 -0.15486622 0.9569426,-1
1259,50,18,1,0.5534613 0.0418524 -0.8318227 -0.5363861 -0.74613297 -0.39443073 -0.63715816 0.66448027 -0.3905067,0.18307878 -0.16446562 0.97160965,-1
1259,54,18,1,0.8470931 0.20009975 -0.49233454 -0.24680257 -0.6723318 -0.6978957 -0.47066095 0.7126921 -0.5201425,0.22225322 -0.1525003 0.9738574,-1
1259,58,18,1,0.898196 0.29306674 -0.32765207 -0.08338967 -0.6182249 -0.7815652 -0.43161342 0.7293215 -0.5308484,0.23495364 -0.14278696 0.9825043,-1
1259,62,18,1,0.8264867 0.3273653 -0.4579865 -0.17473441 -0.62418234 -0.76148814 -0.53515196 0.7093859 -0.45867643,0.23409969 -0.13954833 0.9783602,-1
1259,66,18,1,0.7823818 0.33487815 -0.5251051 -0.2142287 -0.64698106 -0.7317934 -0.5847947 0.6850344 -0.43444565,0.2335059 -0.13613068 0.97422403,-1
1259,70,18,1,0.8692882 0.29615816 -0.39576307 -0.14308837 -0.6156007 -0.7749591 -0.47314245 0.73029184 -0.4927576,0.23751092 -0.13587973 0.9787186,-1
1260,38,18,1,-0.47461593 -0.12356153 -0.87147707 0.75403684 -0.5678302 -0.33014745 -0.45405748 -0.81381905 0.3626712,0.13738587 0.21535748 0.8489293,-1
1260,42,18,1,0.007182847 -0.1153775 -0.9932958 -0.59237564 -0.8007609 0.088729724 -0.80562985 0.5877669 -0.07409857,0.1643874 0.1777273 0.77727664,-1
1260,46,18,1,-0.47695664 0.44293383 -0.7591588 0.21632902 -0.7780031 -0.5898416 -0.8518886 -0.44555694 0.27525425,0.25382727 0.19406174 0.6766064,-1
1260,50,18,1,0.04590336 0.22977798 -0.97216 0.85944873 -0.5051114 -0.078805834 -0.5091569 -0.8319042 -0.2206687,0.3143664 0.26766837 0.6511817,-1
1260,54,18,1,0.36546832 -0.5150399 -0.77534944 0.61350286 -0.49316067 0.6167713 -0.7000337 -0.7010895 0.13574386,0.31002942 0.29639536 0.645834,-1
1260,58,18,1,0.7131977 -0.37344986 -0.59319836 0.5114621 -0.3014396 0.8046991 -0.47932824 -0.877308 -0.023980586,0.31016943 0.3163717 0.63769287,-1
1260,62,18,1,0.69904244 -0.28593576 -0.6554239 0.5474462 -0.3756817 0.74777406 -0.46004605 -0.8815351 -0.10608302,0.3154052 0.31460378 0.6402139,-1
1260,66,18,1,0.68742186 -0.30072582 -0.6610713 0.5408702 -0.39547485 0.7423336 -0.48467594 -0.86785007 -0.10920437,0.31159955 0.31578365 0.640639,-1
1260,70,18,1,0.71494514 -0.26140478 -0.6484758 0.51724213 -0.42630708 0.742107 -0.47044018 -0.8659848 -0.16957663,0.31639275 0.32114223 0.6443675,-1
1261,38,18,1,-0.075619146 0.15041038 -0.9857274 0.69683367 -0.6991276 -0.16013558 -0.71323526 -0.6989974 -0.051943593,-0.07125909 0.23589192 0.81991315,-1
1261,42,18,1,-0.011032241 0.12512833 -0.99207926 0.28229734 -0.9513915 -0.12313573 -0.9592635 -0.28141978 -0.024827411,-0.089274384 0.17215346 0.7588615,-1
1261,46,18,1,0.41009557 0.73842204 -0.53530794 -0.18057625 -0.50957555 -0.84126395 -0.89398766 0.44166252 -0.0756332,-0.17239054 0.08351025 0.75535756,-1
1261,50,18,1,0.33199182 -0.84064054 0.42790765 -0.48792705 0.23519233 0.84060204 -0.80728465 -0.4878607 -0.33208933,-0.23710577 0.028087026 0.7987091,-1
1261,54,18,1,0.12480423 -0.96631163 0.22509089 -0.24110843 0.1905265 0.95161253 -0.96243995 -0.17303658 -0.20920737,-0.25807658 0.0056230715 0.8365884,-1
1261,58,18,1,0.11238749 -0.97238886 0.2045207 -0.24806634 0.17185102 0.9533783 -0.96220165 -0.1578825 -0.22190306,-0.26286617 -0.0014351694 0.8502309,-1
1261,62,18,1,0.047792044 -0.9772135 0.20680797 -0.21964462 0.19169524 0.9565611 -0.97440857 -0.09114027 -0.20547822,-0.2592673 0.001349722 0.8535971,-1
1261,66,18,1,0.14854328 -0.9635419 0.22253495 -0.21266055 0.18864223 0.95874375 -0.96576935 -0.18973935 -0.17688581,-0.25947246 0.00081159244 0.85191184,-1
1261,70,18,1,0.07550533 -0.97493434 0.20928925 -0.22175315 0.18821497 0.9567657 -0.9721751 -0.118651465 -0.2019835,-0.25961027 -0.0006051504 0.8554053,-1
1262,38,18,1,-0.04371891 -0.006681161 -0.99902153 -0.27708355 -0.9606668 0.018550312 -0.9598507 0.27762344 0.04014807,-0.027194157 0.13821417 0.85198444,-1
1262,42,18,1,-0.4035066 -0.73875177 0.53984094 -0.49615082 0.67239237 0.5492931 -0.7687761 -0.046199143 -0.63784707,-0.038536172 0.06604383 0.80435526,-1
1262,46,18,1,0.7156059 0.035961285 -0.69757795 -0.67542136 -0.21898901 -0.704166 -0.17808461 0.9750644 -0.13242081,-0.14546698 0.0014907252 0.762632,-1
1262,50,18,1,0.7049302 0.42737067 -0.5660634 -0.47144935 -0.31393653 -0.82412344 -0.52991414 0.8478197 -0.019819738,-0.23961537 -0.008278567 0.7831392,-1
1262,54,18,1,0.68538755 0.49662626 -0.5325469 -0.4267518 -0.31863895 -0.8463758 -0.5900227 0.80736077 -0.0064550447,-0.28495333 -0.006972647 0.802729,-1
1262,58,18,1,0.6928973 0.47883296 -0.53908473 -0.41258025 -0.34986037 -0.84105605 -0.5913297 0.80518115 -0.044860262,-0.29970923 -0.0037656086 0.81455517,-1
1262,62,18,1,0.6959395 0.49758604 -0.517761 -0.38608107 -0.34867293 -0.85403085 -0.605483 0.7942515 -0.05054671,-0.29877374 -0.00081773323 0.81677884,-1
1262,66,18,1,0.6995056 0.4861912 -0.52374613 -0.39273116 -0.35076126 -0.85013455 -0.5970378 0.8003653 -0.054417014,-0.2990517 -0.00043465587 0.8182533,-1
1262,70,18,1,0.6956323 0.4855939 -0.52942836 -0.39314055 -0.35949388 -0.84628874 -0.6012789 0.79684556 -0.059168875,-0.29884753 -0.002104042 0.82080907,-1
1263,38,18,1,0.12483175 -0.28664663 -0.9498688 0.59442484 -0.7449167 0.30291647 -0.7944031 -0.6024392 0.07740063,0.05081769 0.10535824 0.95456594,-1
1263,42,18,1,0.41569215 0.9056961 -0.083153345 0.28388768 -0.21606739 -0.93419623 -0.8640647 0.36473182 -0.34693348,0.048484486 0.049947903 0.8877207,-1
1263,46,18,1,0.0049597956 0.9405925 -0.33950135 0.0010633805 -0.3395103 -0.94060177 -0.9999871 0.0043041734 -0.0026841094,0.059434783 0.057348963 0.7580625,-1
1263,50,18,1,-0.2788459 0.95558095 -0.09544551 0.008685327 -0.09687416 -0.9952587 -0.9602966 -0.2783528 0.018713433,0.04963971 0.1083606 0.6767732,-1
1263,54,18,1,-0.27662975 0.95500666 0.106949806 0.046380598 0.12443146 -0.9911436 -0.9598567 -0.2692194 -0.07871523,0.040995628 0.14852187 0.64842254,-1
1263,58,18,1,-0.2862882 0.9461533 0.15110657 0.08268951 0.18151724 -0.97990507 -0.9545688 -0.26804033 -0.13020319,0.03500715 0.16150871 0.6354506,-1
1263,62,18,1,-0.35963327 0.91242725 0.19529565 0.09947087 0.24559537 -0.9642554 -0.9277766 -0.32735208 -0.17908421,0.033948876 0.1629743 0.63549286,-1
1263,66,18,1,-0.31568864 0.9238443 0.21645431 0.081902176 0.2537989 -0.9637832 -0.94532156 -0.2865273 -0.15578628,0.03336718 0.16509685 0.6364837,-1
1263,70,18,1,-0.33199075 0.92028445 0.2070235 0.11085233 0.2560141 -0.96029603 -0.9367465 -0.29586035 -0.18700998,0.03053581 0.16482344 0.6369607,-1
1264,40,20,1,-0.53220916 0.83539027 0.13739118 -0.19350713 0.03795489 -0.9803644 -0.82420164 -0.5483451 0.14145406,0.06436227 0.22207968 0.92510283,-1
1264,44,20,1,0.04071747 0.9991614 0.004300702 -0.26513788 0.014954567 -0.9640945 -0.9633504 0.038115215 0.26552445,0.06613806 0.13440363 0.9800744,-1
1264,48,20,1,-0.4561066 0.8010465 0.3876742 0.27467227 0.54107314 -0.79485536 -0.84647614 -0.2560554 -0.46681228,0.087852105 0.037995692 0.96241945,-1
1264,52,20,1,-0.49144995 0.84836495 0.19685988 0.5772321 0.48655927 -0.655792 -0.65213495 -0.20865512 -0.72882307,0.114995964 -0.057348914 0.9015767,-1
1264,56,20,1,-0.55419123 0.8314558 0.039412368 0.8027639 0.5463872 -0.23881213 -0.22009616 -0.10070875 -0.9702656,0.15529026 -0.13309367 0.82786775,-1
1264,60,20,1,-0.59901994 0.80056536 -0.016434839 0.72676325 0.5521847 0.4085427 0.33614025 0.232781 -0.91259116,0.19288181 -0.17075045 0.74014175,-1
1264,64,20,1,-0.5873837 0.7991214 -0.12800579 0.4244118 0.4388275 0.79202586 0.68909734 0.4108959 -0.5969166,0.21492794 -0.16022481 0.6737261,-1
1264,68,20,1,-0.55089545 0.8235605 -0.13513824 0.23426406 0.30800974 0.9220902 0.801021 0.47631726 -0.36261177,0.21111104 -0.12584434 0.6354232,-1
1264,72,20,1,-0.43681958 0.8977287 -0.057200927 0.14150006 0.13136995 0.9811828 0.88835037 0.42050594 -0.18441363,0.20947036 -0.09955525 0.60078293,-1
1265,42,20,1,-0.2508304 0.813957 0.523983 0.09986165 -0.5166424 0.8503578 0.9628664 0.2656214 0.04830654,0.03665947 0.13452654 0.82942474,-1
1265,46,20,1,-0.9321405 0.1783036 -0.31515384 0.29378736 -0.13636348 -0.9460941 -0.21166745 -0.97448087 0.07472658,0.055491664 0.041697334 0.8472026,-1
1265,50,20,1,-0.5115987 0.3243349 -0.79565924 0.47547814 -0.6644425 -0.5765733 -0.7156726 -0.67329276 0.18571378,0.015466624 -0.06558817 0.84134704,-1
1265,54,20,1,-0.09275936 0.41688478 0.9042139 0.97188175 -0.15948814 0.17323256 0.21642941 0.89485794 -0.39036864,-0.08279248 -0.14155847 0.8383966,-1
1265,58,20,1,0.4521746 -0.0069897026 -0.891902 0.8567727 0.28138682 0.43215966 0.24794883 -0.959569 0.13322458,-0.2014787 -0.16053379 0.82201254,-1
1265,62,20,1,0.9512403 -0.03809726 0.30608886 0.30679294 0.014115384 -0.9516716 0.031935517 0.9991743 0.025115093,-0.3021381 -0.13374619 0.8194858,-1
1265,66,20,1,0.69055545 0.61796325 0.37583855 0.043845836 -0.55444205 0.8310666 0.7219492 -0.55741864 -0.40996814,-0.35773745 -0.09932406 0.7992686,-1
1265,70,20,1,0.6401118 -0.7199547 0.26818323 0.012711402 -0.33909646 -0.9406658 0.7681767 0.6055402 -0.20790799,-0.37892023 -0.06062902 0.7870371,-1
1266,40,20,1,0.26824993 0.95951855 -0.085824996 -0.6967096 0.2547588 0.670592 0.6653102 -0.120091155 0.73684484,0.103095874 0.10558881 0.86423284,-1
1266,44,20,1,0.27031225 0.9538089 -0.13107248 -0.58886725 0.2714997 0.7612643 0.76168674 -0.12859479 0.63505644,0.09722088 0.052215677 0.8007348,-1
1266,48,20,1,0.48553836 0.8476151 -0.2140121 0.07311618 0.20457405 0.9761166 0.8711524 -0.48958978 0.037354168,0.03570601 -0.060206003 0.8108732,-1
1266,52,20,1,0.30485764 0.8315956 0.464231 0.77253294 -0.50099146 0.3901285 0.557005 0.23970011 -0.7951662,0.077775076 -0.1683176 0.7902552,-1
1266,56,20,1,-0.01769325 0.93816125 -0.34574634 0.9581104 0.11477204 0.2623964 0.2858521 -0.32662052 -0.90089273,0.054669503 -0.2735004 0.8440984,-1
1266,60,20,1,-0.11433054 0.97909737 -0.16821675 0.88503903 0.02346941 -0.46492484 -0.45125875 -0.2020335 -0.86922264,0.057154935 -0.33488584 0.92611325,-1
1266,64,20,1,-0.27475202 0.95839614 -0.07738362 0.767503 0.17012312 -0.6180593 -0.57918084 -0.2292052 -0.7823136,0.061584007 -0.34953377 0.99174196,-1
1266,68,20,1,-0.35468656 0.9299501 -0.096902885 0.64041835 0.16612247 -0.7498451 -0.6812208 -0.32801837 -0.6544785,0.062311746 -0.33508706 1.0416855,-1
1266,72,20,1,-0.35736158 0.9290473 -0.095728196 0.61353683 0.15624136 -0.77405506 -0.704177 -0.33535033 -0.62583935,0.07436376 -0.32262436 1.0723077,-1
1267,42,20,1,0.95503366 -0.17638132 -0.23832844 -0.294896 -0.48162964 -0.8252692 0.030776035 0.858442 -0.5119866,-0.20052658 0.057606485 0.91795504,-1
1267,46,20,1,0.96278775 0.034478888 0.26805025 0.24912405 -0.497726 -0.83078635 0.10477102 0.8666487 -0.487794,-0.22222893 -0.032967877 0.8662586,-1
1267,50,20,1,0.7201622 -0.11672466 0.6839165 0.6792686 -0.08211053 -0.7292819 0.14128192 0.9897643 0.020154491,-0.18298046 -0.13397425 0.83065087,-1
1267,54,20,1,0.3902956 0.5083989 0.7675936 0.91575265 -0.12814024 -0.3807586 -0.09521765 0.85153437 -0.51558024,-0.087678395 -0.2352974 0.8107948,-1
1267,58,20,1,-0.32022277 0.2763469 -0.90613997 0.9170591 0.3303373 -0.22333801 0.23761308 -0.9025018 -0.35920796,0.026198352 -0.27963406 0.8337552,-1
1267,62,20,1,-0.7489908 0.49663076 -0.43860078 0.6541946 0.6592767 -0.37065297 0.10508158 -0.5645459 -0.8186854,0.12771341 -0.2933421 0.8640076,-1
1267,66,20,1,-0.9962481 0.041761726 -0.07579924 0.08417825 0.6709348 -0.7367228 0.020089528 -0.7403394 -0.671933,0.18083684 -0.25849548 0.89584327,-1
1267,70,20,1,-0.9635828 0.13284469 0.23207876 -0.08298423 0.6764787 -0.731772 -0.25420836 -0.7243818 -0.64081913,0.21472205 -0.22359547 0.9306521,-1
1268,40,20,1,0.28895366 0.9563604 0.04336686 0.6941865 -0.17811623 -0.69740933 -0.65925026 0.23162368 -0.7153598,-0.029019505 0.16596583 0.8849241,-1
1268,44,20,1,0.40314296 0.9136257 0.052573375 0.7572426 -0.30077663 -0.5797561 -0.5138672 0.27353537 -0.8130922,-0.046458878 0.094550155 0.8348229,-1
1268,48,20,1,0.30510032 0.8920991 0.33327612 0.92661095 -0.19732337 -0.32008687 -0.21978605 0.4064759 -0.88683224,-0.012985536 0.04656186 0.7448745,-1
1268,52,20,1,-0.17066894 0.7218104 0.67071736 0.9596416 -0.032649502 0.2793244 0.22351788 0.6913203 -0.68710697,0.05812811 0.034454055 0.66873914,-1
1268,56,20,1,-0.7993636 -0.33151934 -0.5011115 0.5627699 -0.12092302 -0.817721 0.21049441 -0.9356669 0.28323054,0.14553095 0.06716281 0.60165185,-1
1268,60,20,1,-0.83136755 -0.5035669 -0.23504968 -0.27881512 0.7438394 -0.60742503 0.4807183 -0.43945804 -0.758806,0.22913192 0.12369537 0.5303577,-1
1268,64,20,1,-0.6442981 0.7048259 0.29681724 0.5768705 0.7027049 -0.41644493 -0.50209606 -0.097089544 -0.8593446,0.27153113 0.15700749 0.5297331,-1
1268,68,20,1,-0.7231321 0.6846603 0.09121546 0.4175356 0.53850615 -0.73189825 -0.5502218 -0.4911734 -0.6752811,0.2848956 0.20192686 0.54866016,-1
1268,72,20,1,-0.068454504 -0.99129504 -0.11246357 -0.057060678 -0.10865318 0.9924407 -0.9960211 0.07435428 -0.049126167,0.32645932 0.28139892 0.5767059,-1
1269,42,20,1,0.3203598 0.9367992 0.14063035 -0.8155161 0.19720533 0.5440988 0.48197827 -0.2889937 0.82715154,0.118429795 0.29700655 0.7792093,-1
1269,46,20,1,-0.0782284 0.99538064 0.055657797 -0.7861853 -0.09592426 0.61050075 0.6130195 0.0040011555 0.79005766,0.13882852 0.24924663 0.70333564,-1
1269,50,20,1,-0.56629217 0.7660349 0.30414397 -0.3310386 -0.5493387 0.767229 0.7548023 0.3337924 0.5646734,0.09682456 0.16287892 0.6673997,-1
1269,54,20,1,-0.00078646565 0.989551 0.14418136 -0.027363475 -0.1441487 0.98917764 0.99962527 -0.003167349 0.02719092,0.027164184 0.05471095 0.6459544,-1
1269,58,20,1,0.33535993 0.4583252 0.8230866 0.82186615 -0.5694024 -0.017798234 0.46051016 0.68243587 -0.5676368,-0.087110534 -0.008749778 0.59898925,-1
1269,62,20,1,0.604927 0.5832974 0.5420586 0.7960458 -0.42645124 -0.42947698 -0.019351246 0.69130564 -0.7223033,-0.16282704 -0.0485474 0.63925046,-1
1269,66,20,1,0.60422385 0.7488908 0.27216944 0.7823384 -0.49275264 -0.38097456 -0.15119612 0.4431225 -0.88361883,-0.2125318 -0.064858004 0.7091046,-1
1269,70,20,1,0.6041039 0.7911104 0.09593164 0.6285026 -0.3989689 -0.6676888 -0.48994175 0.4636467 -0.7382336,-0.24017788 -0.05353425 0.7702789,-1
1270,40,20,1,-0.9653002 0.14193417 -0.21920364 -0.25666088 -0.6704956 0.69610393 -0.048174143 0.7282103 0.6836585,0.14365888 0.10471698 0.96015394,-1
1270,44,20,1,-0.97627026 0.083785534 -0.19969064 -0.20954841 -0.5981732 0.77348447 -0.054642793 0.7969747 0.60153586,0.18796235 0.0470694 0.915413,-1
1270,48,20,1,-0.9516106 -0.2722811 -0.14247912 0.11762821 0.10559515 -0.98742765 0.28390297 -0.95640624 -0.06845752,0.19299617 -0.03404283 0.859361,-1
1270,52,20,1,-0.45508042 -0.28008145 -0.84525514 0.4488137 0.7477023 -0.48939523 0.7690697 -0.6020763 -0.21456024,0.12141682 -0.106154576 0.7974722,-1
1270,56,20,1,-0.016792009 0.32501024 0.9455614 0.79712355 -0.56653386 0.20888609 0.6035827 0.7572369 -0.24956006,0.004419872 -0.16925518 0.726342,-1
1270,60,20,1,0.6962732 0.16470465 0.6986244 0.71087027 -0.2929303 -0.63941795 0.09933315 0.9418409 -0.32104316,-0.10460841 -0.15908621 0.69232756,-1
1270,64,20,1,0.88549167 -0.096076936 0.45461375 0.37420943 -0.43253654 -0.8202923 0.27544823 0.8964827 -0.34705466,-0.19473644 -0.13807262 0.71196735,-1
1270,68,20,1,0.99901086 0.014623754 0.041993435 0.044046998 -0.45491236 -0.88944626 0.0060962904 0.8904162 -0.45510653,-0.24042438 -0.095091335 0.7364805,-1
1270,72,20,1,0.9997092 0.0130120795 0.020301703 0.02402101 -0.4636099 -0.8857137 -0.0021129067 0.88594383 -0.46378767,-0.2658618 -0.076154016 0.7583115,-1
1271,42,20,1,-0.291279 0.9375868 0.18996787 0.4735578 0.3138592 -0.8229432 -0.83120376 -0.1497453 -0.535422,-0.05774538 0.012709388 1.0886446,-1
1271,46,20,1,-0.35726893 0.9319062 0.06252682 0.523268 0.25516096 -0.81307036 -0.77365977 -0.2577665 -0.5787978,-0.05283266 -0.0832536 1.0366142,-1
1271,50,20,1,-0.49666968 0.8569419 0.13773064 0.75903213 0.5058058 -0.4099155 -0.42093876 -0.09905061 -0.90166485,-0.040528275 -0.13040896 0.9263021,-1
1271,54,20,1,-0.4397013 0.89046526 -0.11719345 0.89436454 0.42214942 -0.14799291 -0.08230941 -0.16988634 -0.9820202,-0.0115505345 -0.1546757 0.81278586,-1
1271,58,20,1,-0.25509974 0.95185095 0.17001152 0.6388303 0.03392835 0.7685992 0.72582364 0.30467796 -0.61672634,0.014411593 -0.13253942 0.7340749,-1
1271,62,20,1,-0.36993498 0.92049325 0.12585813 -0.07073248 -0.16298026 0.9840906 0.9263612 0.3551473 0.12540087,0.021453863 -0.071752265 0.67915636,-1
1271,66,20,1,-0.23070486 0.93258667 -0.2775921 -0.5577838 0.10700499 0.8230597 0.7972782 0.34472024 0.4954951,0.044549633 0.003949719 0.6431796,-1
1271,70,20,1,-0.3837414 0.9225501 -0.04054526 -0.42058405 -0.13551936 0.897075 0.8221019 0.36129752 0.44001424,0.04547108 0.058014877 0.6217025,-1
1272,40,21,1,0.15424107 0.9879483 -0.012955854 -0.07306185 -0.001672226 -0.99732596 -0.98532826 0.1547752 0.071923405,0.16489199 0.1605024 0.6785197,-1
1272,44,21,1,0.19764857 0.85933256 -0.4716807 0.075343214 -0.49306646 -0.8667231 -0.97737324 0.13576864 -0.16219875,0.19482432 0.06576003 0.6950612,-1
1272,48,21,1,0.4219839 0.7308819 -0.5364151 0.4782573 -0.6821122 -0.55316615 -0.7701945 -0.02311723 -0.63739,0.21979466 -0.028438693 0.6966606,-1
1272,52,21,1,0.5080685 0.75929147 -0.40662363 0.62739193 -0.6496971 -0.42927027 -0.59012353 -0.03701368 -0.80646396,0.24733666 -0.072298095 0.6745933,-1
1272,56,21,1,0.20415488 0.78481954 -0.5851316 0.9048826 -0.37934673 -0.19308913 -0.3735079 -0.4900553 -0.7876151,0.25927028 -0.0769537 0.6286451,-1
